name,Michelin stars,year,latitude,longitude,city,region,zipCode,cuisine,price,url
Varoulko Seaside,1,2019,37.937378,23.658577,Athína,Greece,185 33,Seafood,$$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/varoulko-seaside
VEA,1,2019,22.284931,114.15313,Hong Kong,Hong Kong,N/A,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/vea
Veeraswamy,1,2019,51.51008,-0.13809,Mayfair,United Kingdom,W1B 4RS,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy
Vespertine,2,2019,34.024204,-118.38166,Los Angeles,California,90232,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine
Vollmers,2,2019,55.604427,12.995848,Malmö,Sweden,21133,Creative,$$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/vollmers
Volt,1,2019,59.33867,18.079683,Stockholm,Sweden,114 48,Creative,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt
Wako,1,2019,37.783035,-122.461525,San Francisco,California,94118,Japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wako
Waku Ghin,2,2018,1.283175,103.8598,Singapore,Singapore,N/A,Japanese contemporary,$$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/waku-ghin
Wakuriya,1,2019,37.52114,-122.3366,San Francisco,California,94402,Japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wakuriya
Wallsé,1,2019,40.73538,-74.00814,New York,New York City,10014,Austrian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse
Walnut Tree,1,2019,51.84534,-2.95438,Llanddewi Skirrid,United Kingdom,NP7 8AW,Modern British,N/A,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree
Walter Bauer,1,2019,48.20923,16.37672,Wien,Austria,1010,Classic cuisine,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/walter-bauer
Waterside Inn,3,2019,51.50773,-0.70121,Bray,United Kingdom,SL6 2AT,Classic French,N/A,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/waterside-inn
West House,1,2019,51.11521,0.64215,Biddenden,United Kingdom,TN27 8AH,Modern British,N/A,https://guide.michelin.com/gb/en/kent/biddenden/restaurant/west-house
White Swan,1,2019,53.83916,-2.25097,Fence,United Kingdom,BB12 9QA,Modern British,N/A,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan
Whitegrass,1,2018,1.295452,103.8516,Singapore,Singapore,N/A,Australian,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass
Wild Honey Inn,1,2019,53.03151,-9.2911,Lios Dúin Bhearna/Lisdoonvarna,Ireland,N/A,Classic cuisine,N/A,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn
wilks,1,2019,51.46737,-2.6069899,Bristol,United Kingdom,BS6 6PG,Modern British,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks
Wing Lei,1,2019,22.188028,113.54578,Macau,Macau,N/A,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei
Winteringham Fields,1,2019,53.68778,-0.59013,Winteringham,United Kingdom,DN15 9ND,Modern cuisine,N/A,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields
Woodspeen,1,2019,51.415802,-1.353532,Newbury,United Kingdom,RG20 8BN,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen
Xin Rong Ji,1,2019,22.278013,114.17273,Hong Kong,Hong Kong,N/A,Taizhou,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/xin-rong-ji
Ya Ge,1,2019,25.06625,121.52533,Taipei,Taipei,110,Cantonese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge
Yan Toh Heen,2,2019,22.293337,114.17395,Hong Kong,Hong Kong,N/A,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen
Yat Lok,1,2019,22.28226,114.155655,Hong Kong,Hong Kong,N/A,Cantonese Roast Meats,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-lok
Yat Tung Heen (Jordan),1,2019,22.308014,114.17147,Hong Kong,Hong Kong,N/A,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-tung-heen-jordan
Yauatcha Soho,1,2019,51.51367,-0.1352,Soho,United Kingdom,W1F 0DL,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho
Yè Shanghai (Tsim Sha Tsui),1,2019,22.295143,114.168236,Hong Kong,Hong Kong,N/A,Shanghainese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ye-shanghai-tsim-sha-tsui
Yee Tung Heen,1,2019,22.282295,114.184135,Hong Kong,Hong Kong,N/A,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yee-tung-heen
Ying,1,2019,22.161234,113.555405,Macau,Macau,N/A,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying
Ying Jee Club,2,2019,22.284338,114.156654,Hong Kong,Hong Kong,N/A,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ying-jee-club
Ynyshir,1,2019,52.54476,-3.94491,Machynlleth,United Kingdom,SY20 8TA,Creative,N/A,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir
Yorke Arms,1,2019,54.13435,-1.8183095,Pateley Bridge,United Kingdom,HG3 5RL,Modern cuisine,N/A,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms
Yu Yuan,1,2019,37.57045,126.97534,Seoul,South Korea,N/A,Chinese,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan
Zero Complex,1,2019,37.49417,126.9948,Seoul,South Korea,N/A,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex
Zhejiang Heen,1,2019,22.2787,114.17763,Hong Kong,Hong Kong,N/A,Shanghainese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen
Zi Yat Heen,1,2019,22.145418,113.56152,Macau,Macau,N/A,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen
ZZ's Clam Bar,1,2019,40.727646,-74.00046,New York,New York City,10012,Seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar
